32768
0.0196078431372549
1.0
3.0517578125e-05 9.4816857171e+00 2.4110874818e+01 1.9750393087e+01 2.2293780144e+00 1.6844803476e+01 3.6767287759e+01
3.0517578125e-05 1.1243599613e+01 2.5546844155e+01 1.5495314181e+01 7.1358760270e+00 5.6734298685e+01 6.7693124597e+00
3.0517578125e-05 1.0627395873e+01 2.2332016774e+01 1.5419397879e+01 -2.9917163663e+01 4.0980194560e+01 -5.0696213078e+01
3.0517578125e-05 1.0798952684e+01 2.1819055502e+01 1.5587991831e+01 -2.8581058781e+01 4.2307968706e+01 -6.0258158533e+01
3.0517578125e-05 1.0792899602e+01 2.1914747633e+01 1.5424278570e+01 -2.5828344634e+01 4.3403032644e+01 -5.7161466019e+01
3.0517578125e-05 9.3537597685e+00 1.7060060789e+01 1.8616337580e+01 2.3715849003e+01 5.9396528448e+01 -2.1478573082e+01
3.0517578125e-05 9.5234113712e+00 1.7363449152e+01 1.8765524785e+01 2.3714241107e+01 6.0213361040e+01 -2.2425364742e+01
3.0517578125e-05 1.1099135539e+01 4.2587394681e+00 2.0858596403e+01 1.2979216818e+01 1.0277709905e+01 -1.1557939454e+00
3.0517578125e-05 4.7266762705e+00 4.4983771028e+01 2.2447288192e+01 8.4350543072e+00 -1.0653063260e+01 2.3264595468e-01
3.0517578125e-05 7.8170923124e+00 4.4801954695e+01 2.2857008583e+01 1.3537575939e+01 -1.4514734366e+01 1.7756992385e-01
3.0517578125e-05 3.0408698443e+00 4.6038427224e+01 2.1913127039e+01 7.6081079241e+00 -4.5176343568e+00 -2.7547962680e+00
3.0517578125e-05 2.9489100414e+00 4.6966223937e+01 2.2251734694e+01 5.6991031273e+00 -7.5678173575e+00 1.1499717788e+00
3.0517578125e-05 1.5504994554e+01 2.9550223893e+01 2.3329511684e+01 -4.1709502414e+01 -1.1851715891e+02 -8.9072846326e+00
3.0517578125e-05 1.4953161746e+01 2.7612501676e+01 2.3960391225e+01 7.8481839309e+00 -5.5217343709e+01 1.4095865429e+01
3.0517578125e-05 1.5449521855e+01 2.8736565144e+01 2.3562902374e+01 -7.1861081951e+00 6.7492634127e+01 -8.6451675351e+01
3.0517578125e-05 1.5142415093e+01 3.1368145082e+01 2.2387232283e+01 -1.0817215482e+01 -2.3694036387e+01 1.7671181385e+01
3.0517578125e-05 1.4266906118e+01 2.8922904678e+01 2.3206434892e+01 5.0934542825e+01 5.1073238853e+01 -1.8456074915e+01
3.0517578125e-05 1.4515632178e+01 2.9362911731e+01 2.3444921435e+01 -5.1099138193e+00 -1.2046609691e+01 4.1347718187e+01
3.0517578125e-05 1.7260718759e+01 2.7402870039e+01 2.3377413345e+01 3.6798545932e+01 -8.8715284534e+01 -1.6192770662e+01
3.0517578125e-05 7.6526205679e+00 3.1357960795e+01 2.1233390201e+01 3.5425600779e+01 -3.3855942323e+01 8.9475908254e+00
3.0517578125e-05 6.3340175019e+00 3.2376096677e+01 2.0146029079e+01 2.7182556769e+01 -3.2772787794e+01 9.1198581818e+00
3.0517578125e-05 6.6424753277e+00 3.2095868766e+01 1.8986321662e+01 2.6506452775e+01 -3.1741847882e+01 1.0517849245e+01
3.0517578125e-05 5.9671961792e+00 3.4304114970e+01 1.7435818326e+01 2.2185915576e+01 -2.9075658147e+01 2.3252868332e+00
3.0517578125e-05 1.1159537572e+01 3.5662290994e+01 2.0962498064e+01 3.6146056652e+01 -4.3962680989e+01 -1.2598151515e+01
3.0517578125e-05 7.8796138784e+00 3.8288038604e+01 2.4046167106e+01 2.1132733833e+01 -2.7733782620e+01 -2.0780231936e+01
3.0517578125e-05 7.3112210301e+00 3.8415792805e+01 2.5668167520e+01 1.8714913713e+01 -2.5640611350e+01 -2.2533132916e+01
3.0517578125e-05 6.5860893894e+00 3.9193997806e+01 2.7270223692e+01 1.5343291569e+01 -2.1559944074e+01 -2.3205206932e+01
3.0517578125e-05 4.9416349446e+00 4.1549084241e+01 3.0792788367e+01 9.1577824303e+00 -1.3968014617e+01 -1.9210659850e+01
3.0517578125e-05 4.8162321620e+00 4.3214361262e+01 3.2361255199e+01 7.8354756030e+00 -1.1298830908e+01 -1.7817903472e+01
3.0517578125e-05 6.1258648658e+00 1.1537229960e-01 4.7780624593e+01 6.4840076665e+00 1.2906107524e+00 4.0098948750e+00
3.0517578125e-05 1.0038111890e+01 1.7666772579e+01 1.4541113595e+01 1.0142731245e+01 8.2905039766e+01 4.6339889650e+01
3.0517578125e-05 9.5594327881e+00 2.4290975301e+01 1.9791110596e+01 2.7601149170e+00 2.0119905455e+01 3.9704757865e+01
3.0517578125e-05 1.0181858996e+01 2.4848158734e+01 1.9117093963e+01 5.9034027344e+00 2.8160672321e+01 3.5867959879e+01
3.0517578125e-05 1.0027555355e+01 2.4814391158e+01 1.5191822259e+01 -7.6569171699e+00 3.3665835378e+01 4.6486776821e+00
3.0517578125e-05 8.1266962968e+00 2.1193184988e+01 1.2585350697e+01 -1.5070839670e+01 -3.7265641422e+01 1.4349206518e+01
3.0517578125e-05 8.3135568099e+00 1.8317867053e+01 1.5232418503e+01 8.0440886709e+00 -4.3323414053e+01 5.1320734415e+01
3.0517578125e-05 8.2185112488e+00 1.9762247441e+01 1.4004065060e+01 -1.4819819287e+01 -5.0924644015e+01 4.9141782109e+01
3.0517578125e-05 9.6320327642e+00 2.2029233468e+01 1.0925872215e+01 -2.2835012398e+01 -6.6765791417e+00 -1.2775420674e+01
3.0517578125e-05 8.6265307630e+00 2.0430104517e+01 1.2084732531e+01 -2.9830286792e+01 -1.9257778725e+01 1.0514976141e+01
3.0517578125e-05 8.2693849651e+00 1.1796880338e+01 1.9115015571e+01 1.3796054186e+01 3.3606739896e+01 -6.1110064572e+00
3.0517578125e-05 7.0382747983e+00 1.0858309716e+01 1.9726627784e+01 1.3446471956e+01 2.8605558865e+01 -3.8982300684e+00
3.0517578125e-05 4.8934068717e+01 6.7009077731e+00 2.1297879739e+01 -1.0694203659e+00 1.2794307045e+01 1.0042821719e+00
3.0517578125e-05 2.7731730781e+00 4.6223282751e+01 2.1916778996e+01 5.7334124115e+00 -7.1225951824e+00 2.6201927390e+00
3.0517578125e-05 3.0344590350e+00 4.6589223620e+01 2.1617772383e+01 7.8257151509e+00 -6.0638717598e+00 -1.6092349768e+00
3.0517578125e-05 1.2958964946e+01 2.4990755288e+01 2.3401405842e+01 -1.6423795763e+01 -5.7756487737e+01 -1.3074026973e+01
3.0517578125e-05 1.3171385436e+01 2.4580324636e+01 2.3564077749e+01 -8.9166939152e+00 -5.6869793886e+01 -8.3470234090e+00
3.0517578125e-05 1.4305486433e+01 3.0743452966e+01 2.1752455849e+01 -5.1452545789e+01 3.1230932439e+01 -4.8514959627e+01
3.0517578125e-05 1.5447285828e+01 2.6785768616e+01 2.4127454055e+01 4.7558438817e+00 -6.1116178076e+01 2.3217566855e+01
3.0517578125e-05 1.5077150798e+01 2.7715485718e+01 2.3171938674e+01 4.3882770789e+00 -8.7395156999e+01 1.2100465826e+01
3.0517578125e-05 1.2695491079e+01 2.5929233862e+01 2.2410911111e+01 -8.1207621600e+00 -1.1854881704e+01 -1.7865626507e+01
3.0517578125e-05 2.7327206548e+00 3.9038607463e+01 1.8100170596e+01 1.1518505774e+01 -1.8017280673e+01 3.5433050461e+00
3.0517578125e-05 2.5322070953e+00 3.9219259141e+01 1.8421941315e+01 1.1572913879e+01 -1.8045398223e+01 2.0716732872e+00
3.0517578125e-05 2.0024328617e+00 3.9811333577e+01 1.8188665095e+01 1.0641439494e+01 -1.6547457689e+01 4.4054036791e+00
3.0517578125e-05 8.3479013853e+00 3.9558824150e+01 1.6871851421e+01 1.9104339105e+01 -2.2966067604e+01 2.5428912766e+00
3.0517578125e-05 5.5679891729e+00 4.6046376236e+01 1.7804107846e+01 9.3883840151e+00 -9.3509680253e+00 -9.5406607568e+00
3.0517578125e-05 8.5657679855e+00 6.8556121928e+00 2.3130532644e+01 9.3585889704e+00 1.2972866816e+01 -1.9901460988e+01
3.0517578125e-05 9.2314360632e+00 8.4615000815e+00 2.4564277395e+01 9.4560133297e+00 1.5607133861e+01 -2.1350616810e+01
3.0517578125e-05 9.1880131038e+00 8.7940929776e+00 2.6574863083e+01 8.9339501573e+00 1.4844409176e+01 -2.1092076879e+01
3.0517578125e-05 8.9272962656e+00 9.1061540762e+00 2.9321630395e+01 8.0622522143e+00 1.4196090762e+01 -1.9627607344e+01
3.0517578125e-05 8.4245596395e+00 9.2864957267e+00 3.2673312353e+01 7.3624812723e+00 1.2815499975e+01 -1.6634757851e+01
3.0517578125e-05 7.1084250484e+00 9.3202516929e+00 3.7514403542e+01 8.1263660458e+00 1.1031598220e+01 -9.4887150517e+00
3.0517578125e-05 9.4696202255e+00 1.8373866591e+01 1.2109939833e+01 1.7042722438e+01 5.0589309748e+01 6.3549195055e+01
3.0517578125e-05 1.0979759702e+01 1.9057138604e+01 1.6013281760e+01 8.8566535717e+00 3.3918273830e+01 -5.4426268015e+01
3.0517578125e-05 1.0266224785e+01 2.4539699052e+01 1.9260808240e+01 5.1832035368e+00 2.5983898648e+01 3.8879442331e+01
3.0517578125e-05 1.0273945568e+01 1.8835300944e+01 1.7214412388e+01 1.9446385080e+01 -1.4238503151e+01 -4.5946531198e+01
3.0517578125e-05 1.0963434461e+01 2.2118759509e+01 1.7786412401e+01 -2.2419924427e+01 -1.1985655621e+01 -3.5562948478e+01
3.0517578125e-05 8.1713619334e+00 1.9222184129e+01 1.3654700217e+01 -1.2878659707e+01 -6.3167185521e+00 -5.0519583827e+01
3.0517578125e-05 7.3692668945e+00 2.0340334162e+01 1.3430030968e+01 1.8407708606e+01 1.2052246831e+01 -3.5787301023e+00
3.0517578125e-05 7.3135809024e+00 2.0633819939e+01 1.2610982429e+01 6.6017466250e+00 5.3929145987e+00 -6.2878352878e+00
3.0517578125e-05 7.9244595049e+00 1.7777521742e+01 1.4865604685e+01 -1.3342045363e+00 -1.6001402779e+00 -1.3207017676e+01
3.0517578125e-05 8.8836296246e+00 1.8184929965e+01 1.5699234377e+01 2.1036162186e+00 -4.3890974354e+01 9.2099208063e+00
3.0517578125e-05 7.4341010530e+00 1.7605202659e+01 1.7799444794e+01 3.6103554329e+01 5.3868413839e+01 -1.6967443272e+01
3.0517578125e-05 6.3582965461e+00 1.6563913070e+01 1.8719422628e+01 2.7425667127e+01 4.4289502126e+01 -1.0551220611e+01
3.0517578125e-05 4.1327867976e+01 1.2688356109e+01 2.1294060899e+01 -1.2975451187e+01 2.3261702802e+01 7.3585967528e+00
3.0517578125e-05 4.1714565979e+01 1.1571074279e+01 2.2104513167e+01 -1.0629379251e+01 2.3659522244e+01 6.1813232126e+00
3.0517578125e-05 4.6905437933e+01 5.1715348078e+00 2.0779693820e+01 -5.0201489649e+00 1.0997489134e+01 5.4667210335e+00
3.0517578125e-05 4.7252956893e+01 5.7283316726e+00 2.0799729200e+01 -3.7863746246e+00 1.0757886785e+01 4.0910491280e+00
3.0517578125e-05 1.3696222934e+01 2.4496692560e+01 2.4145257996e+01 3.5339799419e+00 -4.5766914669e+01 1.5847772378e+00
3.0517578125e-05 1.3803137780e+01 2.4591653704e+01 2.4416353536e+01 5.8579443029e+00 -4.2779655540e+01 -5.1227518078e+00
3.0517578125e-05 1.4201904800e+01 2.4870147599e+01 2.4117938325e+01 4.7696805075e+00 -1.6576053702e+01 -4.0028885540e+00
3.0517578125e-05 1.3852505565e+01 2.3755354469e+01 2.3914056710e+01 7.3496938587e+00 -3.5211446192e+01 -6.7270714014e+00
3.0517578125e-05 1.3357554729e+01 3.8951823568e+01 1.9549096511e+01 2.2921530181e+01 -3.6362335181e+01 1.3715990092e+01
3.0517578125e-05 1.3762282870e+01 3.8474570596e+01 1.9975681058e+01 2.3324113203e+01 -4.0065502028e+01 1.2402031203e+01
3.0517578125e-05 9.9499256235e-01 4.4641192981e+01 1.7237900746e+01 5.1750887914e+00 -7.5977609408e+00 2.8133892808e+00
3.0517578125e-05 5.4725209091e+00 4.7050693908e+01 1.6028610117e+01 9.1829848349e+00 -5.9522160698e+00 -5.8997033432e-01
3.0517578125e-05 7.0601040202e+00 9.8079503089e+00 1.6371048412e+01 1.1973387089e+01 2.6284468781e+01 -1.3873082402e+01
3.0517578125e-05 9.4467114787e+00 1.5885202395e+01 1.8968200337e+01 1.7019455802e+01 4.4213683652e+01 -3.6475114683e+01
3.0517578125e-05 9.9928590396e+00 1.4690518246e+01 2.1950422927e+01 1.3499821798e+01 3.1599832105e+01 -3.0643165853e+01
3.0517578125e-05 1.0530301831e+01 1.3167551738e+01 2.3698606954e+01 1.1573348667e+01 2.4929332673e+01 -2.7541841104e+01
3.0517578125e-05 9.9388916926e+00 1.2073376395e+01 2.6464089591e+01 9.4146806338e+00 1.9331190875e+01 -2.4415016354e+01
3.0517578125e-05 9.1524342509e+00 1.1916927398e+01 2.9078926259e+01 8.9509656261e+00 1.7043958741e+01 -2.1891600708e+01
3.0517578125e-05 7.8497397920e+00 1.2196473080e+01 3.3686656185e+01 8.2340579649e+00 1.4926512835e+01 -1.5339070554e+01
3.0517578125e-05 7.2162545974e+00 1.2605618551e+01 3.9032591580e+01 7.9191174726e+00 1.3951899130e+01 -6.5103049058e+00
3.0517578125e-05 1.0670901960e+01 1.8592483060e+01 2.1561287656e+01 1.2183106370e+01 -5.6899089399e+00 3.8964575426e+01
3.0517578125e-05 1.1966613804e+01 1.9355028154e+01 1.5612038921e+01 1.2361120281e+01 4.2113836569e+01 -2.2894508491e+01
3.0517578125e-05 1.1518423906e+01 1.8847626867e+01 1.6047898603e+01 2.1836051485e+01 2.9419648908e+01 -3.0977301671e+01
