                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                    5300                                     2124                  3.3999999999999999E+000                  2.0000000000000000E-002                  3.0877647519193447E+008                  2.0940390510959661E+000                  3.5589471600509764E+003                  4.8143344722237853E+003                  1.8276115162187051E+002                  2.5403185172906220E+001                  2.5986640701007902E-098                  3.3617338972222926E-092                  9.0135919003004497E-098                  3.6645120082464772E-001                  1.1055327900518216E-071                  6.0792365061959697E-001                  0.0000000000000000E+000                  3.3753304142659157E+000                 -3.5387498353554204E-008                  1.9004115214180288E+000                  2.8688199932988903E-004                  8.3188977753343907E-001                  2.6076734549051983E-001                  7.7062749856728991E-003                  3.4125319667746601E-001                  0.0000000000000000E+000                  6.0249783088665776E-001                  5.7096319149308072E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3746807490516484E+000                  1.8105191756393148E+002                  3.3745182481629321E+000                  1.8067535840708831E+002                  1.3464841766225135E+007                  3.0394288344599823E+002                  7.0110010713626621E+006                  4.3436505270854250E+003                  5.2180220695828605E-001                  4.0231770588055065E+003                  4.0709758641385108E+001                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                     pgas                                     prad                                    gradr                                    gradT                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                        x                                        y                                      c12                                      n14                                      o16                                      o18                                     ne22                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv 
                 3.3753304142659157E+000                  1.8276115162187051E+002                  4.8143344722237853E+003                  7.5712338185805072E+002                 -8.4700562462849422E+000                  3.5513215402161897E+000                  1.8060595912926375E+012                  2.0889640671346264E+001                  1.7785610796906516E+008                  1.5800972652897740E+000                  3.6075010978005356E-001                  1.3215212028196428E+000                  7.7495513342234988E-005                  7.5671878929982768E+002                  4.0459255822308249E-001                  1.2503298127228799E-001                  1.2503298127228799E-001                  0.0000000000000000E+000                  2.4394646594669582E-003                  2.8732156424852457E-036                  2.8732156424852457E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921527718457279E-037                  0.0000000000000000E+000                  2.8022453348510112E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598783E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304142642278E+000                  1.8276115161486783E+002                  4.8143344722237844E+003                  7.5712338186140130E+002                 -8.4700562022948809E+000                  3.5513215411153078E+000                  1.8060595912926375E+012                  2.0889640671346264E+001                  1.7785610796906516E+008                  1.5800972652897740E+000                  3.6075010978005356E-001                  1.3215212028196428E+000                  7.7495513342234988E-005                  7.5671878929982768E+002                  4.0459256157358792E-001                  1.2503298108358943E-001                  1.2503298108358943E-001                  0.0000000000000000E+000                  2.4394646594669582E-003                  2.8732159335402963E-036                  2.8732159335402963E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921533079376837E-037                  0.0000000000000000E+000                  2.8039595272445972E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304142566631E+000                  1.8276115158348011E+002                  4.8143344722237844E+003                  7.5712512094493263E+002                 -8.4700557690727116E+000                  3.5513215445867723E+000                  1.8060624231537271E+012                  2.0889640671346264E+001                  1.7785616576394111E+008                  1.5800971460556252E+000                  3.6075003207137152E-001                  1.3215212027625953E+000                  7.7495462159346589E-005                  7.5672052837042281E+002                  4.0459257450977643E-001                  1.2503311288458943E-001                  1.2503311288458943E-001                  0.0000000000000000E+000                  2.4394713555513010E-003                  2.8732187999052742E-036                  2.8732187999052739E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921585874722710E-037                  0.0000000000000000E+000                  2.8105784964847047E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598786E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304142285048E+000                  1.8276115146664347E+002                  4.8143344722237789E+003                  7.5712512097387412E+002                 -8.4700560444615647E+000                  3.5513215523533099E+000                  1.8060624231537271E+012                  2.0889640671346264E+001                  1.7785616576394111E+008                  1.5800971460556252E+000                  3.6075003207137152E-001                  1.3215212027625953E+000                  7.7495462159346589E-005                  7.5672052837042281E+002                  4.0459260345127729E-001                  1.2503360349125001E-001                  1.2503360349125001E-001                  0.0000000000000000E+000                  2.4394713555513010E-003                  2.8732169778260701E-036                  2.8732169778260701E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921552313992471E-037                  0.0000000000000000E+000                  2.7555751632141867E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894058E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304141767404E+000                  1.8276115125186345E+002                  4.8143344722237716E+003                  7.5712512101136349E+002                 -8.4700556403006928E+000                  3.5513215624136878E+000                  1.8060624231537271E+012                  2.0889640671346264E+001                  1.7785616576394111E+008                  1.5800971460556252E+000                  3.6075003207137152E-001                  1.3215212027625953E+000                  7.7495462159346589E-005                  7.5672052837042281E+002                  4.0459264094062947E-001                  1.2503359191380606E-001                  1.2503359191380606E-001                  0.0000000000000000E+000                  2.4394713555513010E-003                  2.8732196519111720E-036                  2.8732196519111720E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921601567750788E-037                  0.0000000000000000E+000                  2.3545669481357889E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894058E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304141249765E+000                  1.8276115103708412E+002                  4.8143344722237662E+003                  7.5712512106098393E+002                 -8.4700555083015985E+000                  3.5513215757295029E+000                  1.8060624231537271E+012                  2.0889640671346264E+001                  1.7785616576394111E+008                  1.5800971460556252E+000                  3.6075003207137152E-001                  1.3215212027625953E+000                  7.7495462159346589E-005                  7.5672052837042281E+002                  4.0459269056116320E-001                  1.2503358033636386E-001                  1.2503358033636386E-001                  0.0000000000000000E+000                  2.4394713555513010E-003                  2.8732205252689185E-036                  2.8732205252689185E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921617654056840E-037                  0.0000000000000000E+000                  2.8008036606561926E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304140397127E+000                  1.8276115068330435E+002                  4.8143344722237534E+003                  7.5712512112273566E+002                 -8.4700555697416782E+000                  3.5513215923007553E+000                  1.8060624231537271E+012                  2.0889640671346264E+001                  1.7785616576394111E+008                  1.5800971460556252E+000                  3.6075003207137152E-001                  1.3215212027625953E+000                  7.7495462159346589E-005                  7.5672052837042281E+002                  4.0459275231288566E-001                  1.2503356126623746E-001                  1.2503356126623746E-001                  0.0000000000000000E+000                  2.4394713555513010E-003                  2.8732201187572315E-036                  2.8732201187572315E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921610166550796E-037                  0.0000000000000000E+000                  2.7678377209580662E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304139544484E+000                  1.8276115032952455E+002                  4.8143344722237407E+003                  7.5712699104796991E+002                 -8.4700548005137630E+000                  3.5513216171576558E+000                  1.8060624224353701E+012                  2.0889673250902192E+001                  1.7785619537149125E+008                  1.5800969762209112E+000                  3.6074996887336164E-001                  1.3215212024830516E+000                  7.7495402446738630E-005                  7.5672239820302934E+002                  4.0459284494056930E-001                  1.2503364512572079E-001                  1.2503364512572079E-001                  0.0000000000000000E+000                  2.4394713555513010E-003                  2.8732252082752010E-036                  2.8732252082752010E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921703909972732E-037                  0.0000000000000000E+000                  2.7986780336727063E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
                 3.3753304137839195E+000                  1.8276114962196499E+002                  4.8143344722237171E+003                  7.5712626983143139E+002                 -8.4700550236270828E+000                  3.5513216688276250E+000                  1.8060615813292651E+012                  2.0889640671346264E+001                  1.7785599058071044E+008                  1.5800977715661522E+000                  3.6075035386425236E-001                  1.3215210224514096E+000                  7.7495458480825708E-005                  7.5672167679394579E+002                  4.0459303748554293E-001                  1.2503399477827476E-001                  1.2503399477827476E-001                  0.0000000000000000E+000                  2.4394847477751296E-003                  2.8732237320677686E-036                  2.8732237320677686E-036                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2921676719826817E-037                  0.0000000000000000E+000                  2.7974103928425104E-001                  6.8538617467320229E-001                  2.9445855333306475E-001                  2.1339518297842823E-003                  2.7758392458946441E-003                  8.9081696220351340E-003                  1.5146317377598785E-005                  6.1892754801894049E-003                 -2.0000000000000000E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001 
