4583.74595889 4169.71175627
2203.58701611 3839.99068594
930.93056174 4156.08724731
410.501103141 4463.95705603
174.861853323 4782.92540684
81.5711924223 5116.20022104
116.726161111 5783.09875115
245.675819548 7886.63685791
622.935874714 13019.4694209
528.707296544 14836.1992397
424.44283978 16026.7226396
569.756136412 14266.6851791
592.981016991 13943.8958035
881.507724244 12990.8444284
682.264771652 8077.6838429
364.661231094 5339.91332254
409.850662511 4605.88368932
1023.80776672 4219.12692764
1065.82482847 4204.14194559
918.956518595 4266.41838645
676.828076321 4394.4958541
432.324438544 4642.2314974
421.999175152 4706.79714488
508.245337107 4924.41290013
518.377399142 4879.5344846
501.261529057 4621.03029348
882.166824565 4297.3078276
2015.77393702 3966.68066251
4563.4845475 3668.8493799
6911.46312147 3526.55201239
8215.75231383 3469.32620732
10970.9349478 3372.67543668
13415.0915679 3302.63203545
12043.5451938 3336.09367262
10626.3660634 3377.68909416
12391.0640055 3326.30482191
13084.1336737 3307.89461368
13459.7899721 3297.95591194
13729.9380238 3291.1190799
13958.4295854 3285.22987814
14147.3899263 3280.31945255
14318.7283123 3276.11709731
14472.3527628 3272.23121611
14610.9770854 3268.69934787
14737.9733652 3265.68511062
14861.6221977 3262.6112808
14973.5357648 3259.90554335
15068.1783478 3257.33243967
15168.2199093 3254.8070158
15292.3439239 3251.69709165
15387.1800357 3249.3508151
15364.5471871 3249.72904652
15421.4645153 3248.15500176
15822.6557041 3239.16545487
16187.7602886 3231.0217388
16337.1883599 3227.50968189
14626.3684342 3265.27032793
15785.5602893 3239.0387345
16682.3807363 3219.48454464
17121.3280004 3210.07371196
