83600000.0 4.87635588897e+28 2961.21832013 6.65375758298e+18
118300000.0 1.37924721825e+29 4500.62935703 6.28793809538e+21
144900000.0 2.53385940862e+29 6433.65318606 1.90715872874e+23
167400000.0 3.90119328219e+29 6208.06237167 1.7087698283e+24
187200000.0 5.4522221e+29 6422.36175438 8.32299763769e+24
205100000.0 7.16740323865e+29 6492.34514371 2.82949504258e+25
221500000.0 9.03243590991e+29 8645.47304772 7.61534475617e+25
236800000.0 1.10362941768e+30 9380.60144841 1.74684113905e+26
251200000.0 1.31701636858e+30 8710.48540999 3.60070984684e+26
264800000.0 1.54268139716e+30 8666.28626201 7.07584126361e+26
