83600000.0 4.87635588897e+28 2961.21832013 6.65375758298e+18
118300000.0 1.37924721825e+29 4500.62935703 6.28793809538e+21
144900000.0 2.53385940862e+29 6433.65318606 1.90715872874e+23
167400000.0 3.90119328219e+29 6208.06237167 1.7087698283e+24
187200000.0 5.4522221e+29 6422.36175438 8.32299763769e+24
205100000.0 7.16740323865e+29 6492.34514371 2.82949504258e+25
221500000.0 9.03243590991e+29 8645.47304772 7.61534475617e+25
236800000.0 1.10362941768e+30 9380.60144841 1.74684113905e+26
251200000.0 1.31701636858e+30 8710.48540999 3.60070984684e+26
264800000.0 1.54268139716e+30 8666.28626201 7.07584126361e+26
374100000.0 4.37605310955e+30 16396.9885356 2.35960747859e+31
383300000.0 4.71079078551e+30 14989.8655672 5.44271255919e+31
392200000.0 5.05415893687e+30 18206.1602162 1.19387926112e+32
401000000.0 5.40605510272e+30 13837.5597816 2.50284152522e+32
409500000.0 5.76639392248e+30 16007.6524762 5.03640124286e+32
417800000.0 6.13510762233e+30 18897.3788769 9.76492954645e+32
426000000.0 6.51214449843e+30 16060.470496 1.83030203607e+33
434000000.0 6.89746758975e+30 15135.4138107 3.32620778975e+33
457000000.0 8.10300399305e+30 15449.1140616 1.69915506645e+34
464300000.0 8.52139044593e+30 21078.3177146 2.79220656068e+34
471600000.0 8.94809044287e+30 15697.0752559 4.49486431994e+34
478700000.0 9.38314851216e+30 15548.2457623 7.09861109057e+34
485600000.0 9.8266224072e+30 21301.8591601 1.1012578015e+35
492500000.0 1.02785829902e+31 16623.0342377 1.68027366601e+35
499200000.0 1.07391127944e+31 18602.047186 2.52414983072e+35
505800000.0 1.12083076744e+31 19112.536336 3.73697950868e+35
512300000.0 1.16862759383e+31 18383.2923567 5.45739909698e+35
518600000.0 1.21731383923e+31 25718.8117843 7.86802593048e+35
524900000.0 1.26690296288e+31 23338.1502686 1.12069366382e+36
531100000.0 1.31740964449e+31 20402.4243596 1.57815116245e+36
537100000.0 1.36884990161e+31 26656.9519999 2.19850039517e+36
543100000.0 1.42124120419e+31 23449.948533 3.03162247194e+36
549000000.0 1.47460231988e+31 20386.4090575 4.14027718294e+36
554700000.0 1.52895345382e+31 27670.8433627 5.60282646913e+36
560400000.0 1.58431637457e+31 25770.8097078 7.51640839166e+36
566000000.0 1.64071427545e+31 24752.9943404 1.0000615232e+37
571500000.0 1.69817195693e+31 24877.3303051 1.32017331585e+37
576900000.0 1.75671585102e+31 26413.0397702 1.72976047818e+37
582200000.0 1.81637408605e+31 29640.0924152 2.25031798941e+37
587500000.0 1.87717659904e+31 23940.6314714 2.90768237662e+37
592600000.0 1.93915506631e+31 31274.0625204 3.73274565743e+37
597700000.0 2.0023432491e+31 29972.1775908 4.76226018823e+37
602700000.0 2.06677682978e+31 31274.0938209 6.03974266191e+37
607700000.0 2.13249371009e+31 23943.7497519 7.61648598144e+37
612500000.0 2.19953393738e+31 31339.2860764 9.55268823297e+37
617300000.0 2.26794009384e+31 30502.6080698 1.19187085316e+38
622000000.0 2.33775717723e+31 33421.0420158 1.47964600956e+38
626700000.0 2.40903295347e+31 28220.8373115 1.82809515488e+38
631300000.0 2.48181795651e+31 27287.3513896 2.24819881611e+38
635800000.0 2.55616581085e+31 31098.359378 2.75260455327e+38
640300000.0 2.63213343014e+31 27287.6269409 3.35583291245e+38
644700000.0 2.70978113135e+31 28881.5383929 4.0745034062e+38
649000000.0 2.7891729993e+31 36455.1776012 4.92758208125e+38
653300000.0 2.87037718313e+31 37137.2763975 5.9366523699e+38
657600000.0 2.95346610813e+31 30955.5047927 7.12621107968e+38
661800000.0 3.03851681041e+31 31876.3987974 8.52399156148e+38
666000000.0 3.12561146113e+31 26503.3476859 1.0161316315e+39
670100000.0 3.21483760983e+31 29316.4708472 1.2073481548e+39
674100000.0 3.3062887618e+31 41161.7628225 1.43001765139e+39
678200000.0 3.40006499387e+31 33296.7372472 1.68859408138e+39
682200000.0 3.49627319475e+31 35400.0507401 1.98806632904e+39
686200000.0 3.59502809768e+31 33192.3334545 2.33401266574e+39
690100000.0 3.69645273696e+31 42605.9472198 2.73266026413e+39
694100000.0 3.80067954754e+31 33192.4649935 3.19095031666e+39
698000000.0 3.90785088254e+31 36848.5504955 3.71660940319e+39
701900000.0 4.01812045873e+31 38596.8125362 4.31822786346e+39
705800000.0 4.13165430797e+31 39111.6692188 5.00534606534e+39
709700000.0 4.24863216734e+31 39164.2738702 5.78854962501e+39
713600000.0 4.36924900227e+31 39634.5852813 6.67957483722e+39
717500000.0 4.49371674493e+31 41525.3171856 7.69142582324e+39
721400000.0 4.62226628499e+31 45978.1137467 8.83850521159e+39
725400000.0 4.75514983717e+31 36164.9824971 1.01367605491e+40
729300000.0 4.89264329587e+31 49494.6613239 1.16038491166e+40
733300000.0 5.03504980227e+31 51056.1706117 1.32593244215e+40
737400000.0 5.18270289179e+31 41744.4831726 1.51248483952e+40
741500000.0 5.33597070485e+31 42132.317811 1.72244342789e+40
