497.429647626 5016.89682617
127.776082601 3898.06208767
50.552461324 4140.16866107
19.6544843422 4340.24144667
7.33938795161 4467.97509153
2.54729154036 4479.01912795
0.788009088824 4318.97119376
0.535096273679 4777.80436092
0.751123127963 5675.619587
0.779654530649 5678.95279618
1.03867868426 5785.81734193
1.75495394612 5758.05383572
2.17936850556 5271.1829331
2.22032697376 5077.50718949
3.90794956281 4851.85878399
6.27954732171 4805.18297898
9.02175652933 4757.03640825
12.1498913914 4707.91049754
15.7067163492 4658.40017413
19.7032146384 4610.52231428
23.918255105 4566.32588635
28.1564348591 4527.29835393
31.043276964 4504.52998869
28.9770174401 4526.96060638
31.2794239787 4510.35758685
36.2715654782 4472.28053252
41.4450924415 4437.02867745
46.8870156312 4403.20265286
52.6079131513 4371.56960972
58.7097091921 4340.86331544
65.0284638855 4311.71967286
71.651091084 4283.61812924
78.5852943636 4256.3330907
85.7905641525 4230.50193454
93.3131602908 4205.12889462
101.106991842 4180.71611736
109.1405081 4157.14238556
117.458343928 4134.51326205
126.038829572 4112.3337321
134.946766436 4090.85218834
144.048530206 4070.12557477
153.421994655 4049.89678033
163.091639056 4030.5315896
172.922063706 4011.75106666
183.072328057 3993.40723415
193.450862054 3975.76195812
204.056355714 3958.74681941
214.850185595 3942.18099923
225.917949171 3925.91057554
237.179018845 3910.2074004
248.617872058 3895.05607231
260.340291091 3879.9218919
272.265818035 3865.7079472
284.298125197 3851.71814814
296.633164673 3837.81579713
309.123665649 3824.51421892
321.84134577 3811.5523993
334.739668288 3798.69868693
347.811055023 3786.26330796
360.998152941 3774.11528123
374.389433092 3762.06127742
